State,Occupation title,Occupation group,Total employment,Annual mean wage,Annual median wage,Top 10 percent wage
Tennessee,"Plant and System Operators, All Other",detailed,420,"67,360","76,480","78,900"
Tennessee,Chemical Equipment Operators and Tenders,detailed,"2,730","51,170","53,940","63,680"
Tennessee,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,690,"32,230","29,680","49,780"
Tennessee,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,580,"34,280","33,660","47,520"
Tennessee,"Grinding and Polishing Workers, Hand",detailed,300,"28,330","25,610","44,470"
Tennessee,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,"3,080","38,120","37,060","51,200"
Tennessee,"Cutters and Trimmers, Hand",detailed,410,"23,090","21,720","32,020"
Tennessee,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,"1,740","33,840","33,730","49,110"
Tennessee,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,"2,590","31,440","29,270","47,240"
Tennessee,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,950,"34,490","32,600","48,560"
Tennessee,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"13,840","35,410","32,800","55,770"
Tennessee,Jewelers and Precious Stone and Metal Workers,detailed,120,"41,460","38,870","70,160"
Tennessee,Dental Laboratory Technicians,detailed,480,"34,630","32,630","53,110"
Tennessee,Medical Appliance Technicians,detailed,"1,750","34,550","32,090","48,970"
Tennessee,Ophthalmic Laboratory Technicians,detailed,660,"30,140","29,220","42,350"
Tennessee,Packaging and Filling Machine Operators and Tenders,detailed,"9,630","31,150","30,240","45,020"
Tennessee,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,"2,370","32,730","32,800","46,090"
Tennessee,"Painters, Transportation Equipment",detailed,510,"40,390","37,410","64,890"
Tennessee,"Painting, Coating, and Decorating Workers",detailed,200,"30,530","29,290","44,290"
Tennessee,Photographic Process Workers and Processing Machine Operators,detailed,"1,930","26,870","23,470","40,150"
Tennessee,Adhesive Bonding Machine Operators and Tenders,detailed,420,"31,100","30,710","43,140"
Tennessee,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,680,"31,940","30,410","48,480"
Tennessee,Cooling and Freezing Equipment Operators and Tenders,detailed,50,"28,430","27,150","44,480"
Tennessee,Etchers and Engravers,detailed,70,"32,640","32,510","48,240"
Tennessee,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,"1,000","30,800","29,730","39,950"
Tennessee,"Paper Goods Machine Setters, Operators, and Tenders",detailed,"2,020","30,890","29,570","43,830"
Tennessee,Tire Builders,detailed,480,"43,210","43,580","57,130"
Tennessee,Helpers--Production Workers,detailed,"21,500","25,640","23,900","37,610"
Tennessee,"Production Workers, All Other",detailed,"7,160","30,870","28,820","48,270"
Tennessee,Transportation and Material Moving Occupations,major,"275,940","32,720","29,320","53,530"
Tennessee,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",detailed,"7,740","47,130","44,050","73,430"
Tennessee,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,detailed,"4,980","55,510","53,190","82,440"
Tennessee,"Airline Pilots, Copilots, and Flight Engineers",detailed,210,"84,410","89,660","120,950"
Tennessee,Commercial Pilots,detailed,410,"65,800","64,460","110,940"
Tennessee,Air Traffic Controllers,detailed,600,"125,030","130,130","164,900"
Tennessee,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,150,"23,080","22,150","30,690"
Tennessee,"Bus Drivers, Transit and Intercity",detailed,"2,540","35,020","36,080","48,580"
Tennessee,"Bus Drivers, School or Special Client",detailed,"11,190","25,790","25,540","37,050"
Tennessee,Driver/Sales Workers,detailed,"9,060","28,440","22,470","50,280"
Tennessee,Heavy and Tractor-Trailer Truck Drivers,detailed,"58,120","41,680","39,430","62,220"
Tennessee,Light Truck or Delivery Services Drivers,detailed,"18,810","34,450","30,320","62,250"
Tennessee,Taxi Drivers and Chauffeurs,detailed,"2,750","25,510","21,400","40,510"
Tennessee,"Motor Vehicle Operators, All Other",detailed,750,"31,100","31,080","47,480"
Tennessee,Locomotive Engineers,detailed,780,"57,100","56,250","66,770"
Tennessee,"Railroad Brake, Signal, and Switch Operators",detailed,400,"54,690","51,280","76,030"
Tennessee,Railroad Conductors and Yardmasters,detailed,640,"55,990","55,050","75,210"
Tennessee,Sailors and Marine Oilers,detailed,"1,030","32,150","28,490","48,730"
Tennessee,"Captains, Mates, and Pilots of Water Vessels",detailed,750,"51,700","38,270","97,950"
Tennessee,Motorboat Operators,detailed,40,"37,360","36,520","49,320"
Tennessee,Bridge and Lock Tenders,detailed,60,"53,800","52,820","63,560"
Tennessee,Parking Lot Attendants,detailed,"2,360","20,760","19,360","28,810"
Tennessee,Automotive and Watercraft Service Attendants,detailed,"2,970","23,640","21,870","35,090"
Tennessee,Traffic Technicians,detailed,520,"41,010","38,750","60,500"
Tennessee,Transportation Inspectors,detailed,240,"73,860","71,020","116,410"
Tennessee,"Transportation Attendants, Except Flight Attendants",detailed,70,"23,420","22,160","33,840"
Tennessee,"Transportation Workers, All Other",detailed,490,"29,730","24,420","52,050"
Tennessee,Conveyor Operators and Tenders,detailed,"1,330","34,800","30,240","59,020"
Tennessee,Crane and Tower Operators,detailed,510,"46,100","45,010","63,550"
Tennessee,Dredge Operators,detailed,70,"42,350","38,830","61,090"
Tennessee,Excavating and Loading Machine and Dragline Operators,detailed,"1,930","35,330","35,290","46,730"
Tennessee,Hoist and Winch Operators,detailed,30,"37,780","37,850","48,520"
Tennessee,Industrial Truck and Tractor Operators,detailed,"17,730","30,680","29,700","39,520"
Tennessee,Cleaners of Vehicles and Equipment,detailed,"5,690","24,130","22,290","35,430"
Tennessee,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,"96,260","27,600","25,820","39,030"
Tennessee,Machine Feeders and Offbearers,detailed,"1,540","25,820","24,620","35,850"
Tennessee,"Packers and Packagers, Hand",detailed,"18,510","23,070","21,250","33,410"
Tennessee,"Pump Operators, Except Wellhead Pumpers",detailed,130,"39,190","37,760","50,940"
Tennessee,Refuse and Recyclable Material Collectors,detailed,"2,230","27,000","24,650","40,170"
Tennessee,"Tank Car, Truck, and Ship Loaders",detailed,190,"42,430","42,060","68,040"
Tennessee,"Material Moving Workers, All Other",detailed,780,"28,850","23,530","49,890"
Texas,All Occupations,total,"11,745,250","47,770","35,480","90,710"
Texas,Legislators,detailed,"1,710","44,210","33,270","80,160"
Texas,Advertising and Promotions Managers,detailed,"1,210","108,120","94,520","196,490"
Texas,Administrative Services Managers,detailed,"20,440","104,820","96,150","167,190"
Texas,Industrial Production Managers,detailed,"10,150","118,420","106,200","189,090"
Texas,Purchasing Managers,detailed,"5,030","132,150","121,720","203,100"
Texas,"Transportation, Storage, and Distribution Managers",detailed,"9,390","99,800","89,050","157,200"
Texas,Compensation and Benefits Managers,detailed,690,"134,160","120,210","207,740"
Texas,Training and Development Managers,detailed,"1,570","130,500","117,550","203,360"
Texas,"Farmers, Ranchers, and Other Agricultural Managers",detailed,340,"85,860","59,130","131,300"
Texas,Construction Managers,detailed,"26,440","96,870","87,400","151,800"
Texas,"Education Administrators, Preschool and Childcare Center/Program",detailed,"2,350","48,130","42,600","77,770"
Texas,"Education Administrators, Elementary and Secondary School",detailed,"24,970","82,430","79,830","108,750"
Texas,"Education Administrators, Postsecondary",detailed,"5,120","118,490","102,990","201,600"
Texas,"Education Administrators, All Other",detailed,"1,210","81,140","79,370","120,730"
Texas,Food Service Managers,detailed,"10,520","61,010","55,620","98,260"
Texas,Funeral Service Managers,detailed,550,"77,050","67,750","157,590"
Texas,Lodging Managers,detailed,"3,110","52,800","48,380","82,630"
Texas,Medical and Health Services Managers,detailed,"21,840","104,740","94,000","161,370"
Texas,Postmasters and Mail Superintendents,detailed,840,"73,940","74,030","90,520"
Texas,"Property, Real Estate, and Community Association Managers",detailed,"11,420","87,080","64,770","172,310"
Texas,Social and Community Service Managers,detailed,"3,650","73,210","65,140","119,770"
Texas,Emergency Management Directors,detailed,480,"70,520","65,250","121,500"
Texas,"Managers, All Other",detailed,"15,350","123,230","113,110","178,880"
Texas,Business and Financial Operations Occupations,major,"564,390","77,250","69,070","124,280"
Texas,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,330,"75,890","62,990","143,480"
Texas,"Buyers and Purchasing Agents, Farm Products",detailed,770,"53,500","46,500","86,870"
Texas,"Wholesale and Retail Buyers, Except Farm Products",detailed,"9,290","58,920","51,100","103,280"
Texas,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,"27,360","68,800","64,300","106,000"
Texas,"Claims Adjusters, Examiners, and Investigators",detailed,"19,650","70,700","66,900","101,140"
Texas,"Insurance Appraisers, Auto Damage",detailed,"1,840","61,830","58,030","94,050"
Texas,Compliance Officers,detailed,"23,760","73,170","72,900","106,180"
Texas,Cost Estimators,detailed,"17,070","69,130","63,940","111,770"
Texas,Human Resources Specialists,detailed,"47,780","65,600","58,940","102,890"
Texas,Labor Relations Specialists,detailed,"2,710","70,170","71,320","119,410"
Texas,Logisticians,detailed,"13,280","82,450","77,210","127,240"
Texas,Management Analysts,detailed,"35,330","97,700","87,660","157,160"
Texas,"Meeting, Convention, and Event Planners",detailed,"7,000","54,660","47,460","86,920"
Texas,Fundraisers,detailed,"4,730","59,210","54,850","92,400"
Texas,"Compensation, Benefits, and Job Analysis Specialists",detailed,"5,730","68,360","63,490","105,500"
Texas,Training and Development Specialists,detailed,"23,370","66,040","61,990","103,320"
Texas,Market Research Analysts and Marketing Specialists,detailed,"29,320","78,440","70,340","130,480"
Texas,"Business Operations Specialists, All Other",detailed,"67,810","80,520","74,770","124,840"
Texas,Accountants and Auditors,detailed,"118,320","80,490","71,470","127,740"
Texas,Appraisers and Assessors of Real Estate,detailed,"5,750","61,610","54,500","100,220"
Texas,Budget Analysts,detailed,"4,930","79,870","73,380","122,270"
Texas,Credit Analysts,detailed,"7,940","81,880","70,680","145,480"
Texas,Financial Analysts,detailed,"23,710","92,920","79,420","155,850"
Texas,Insurance Underwriters,detailed,"5,660","70,660","66,210","113,530"
Texas,Financial Examiners,detailed,"3,600","85,380","76,740","136,110"
Texas,Credit Counselors,detailed,"2,360","51,380","45,590","78,570"
Texas,Loan Officers,detailed,"22,400","82,340","68,590","143,810"
Texas,"Tax Examiners and Collectors, and Revenue Agents",detailed,"4,000","56,420","47,440","101,110"
Texas,Tax Preparers,detailed,"6,850","42,870","37,850","69,920"
Texas,"Financial Specialists, All Other",detailed,"9,090","74,370","68,000","114,680"
Texas,Computer and Mathematical Occupations,major,"350,160","86,920","82,690","136,570"
Texas,Computer and Information Research Scientists,detailed,"1,810","98,830","100,630","159,600"
Texas,Computer Systems Analysts,detailed,"58,680","93,610","87,580","141,250"
Texas,Information Security Analysts,detailed,"7,790","92,890","91,920","135,610"
Texas,Computer Programmers,detailed,"20,430","85,210","79,890","129,800"
Texas,"Software Developers, Applications",detailed,"60,550","104,910","104,500","152,290"
Texas,"Software Developers, Systems Software",detailed,"30,850","106,280","103,340","156,550"
Texas,Web Developers,detailed,"8,540","71,140","67,910","109,380"
Texas,Database Administrators,detailed,"12,010","84,570","83,070","127,250"
Texas,Network and Computer Systems Administrators,detailed,"32,090","87,790","82,590","130,900"
Texas,Computer Network Architects,detailed,"11,620","112,850","111,640","161,350"
Texas,Computer User Support Specialists,detailed,"57,340","52,140","49,100","80,950"
Texas,Computer Network Support Specialists,detailed,"17,730","71,560","68,030","110,980"
Texas,"Computer Occupations, All Other",detailed,"16,890","88,140","85,200","129,760"
Texas,Actuaries,detailed,"1,180","121,300","104,490","203,620"
Texas,Mathematicians,detailed,130,"77,320","53,620","178,090"
Texas,Operations Research Analysts,detailed,"10,620","82,260","78,080","128,880"
Texas,Statisticians,detailed,"1,590","75,830","72,530","118,050"
Texas,Mathematical Technicians,detailed,110,"55,110","52,180","94,450"
Texas,"Mathematical Science Occupations, All Other",detailed,200,"81,910","68,040","184,510"
Texas,Architecture and Engineering Occupations,major,"237,260","92,580","81,860","157,400"
Texas,"Architects, Except Landscape and Naval",detailed,"8,520","84,620","77,030","136,190"
Texas,Landscape Architects,detailed,"1,460","65,350","60,690","100,380"
Texas,Cartographers and Photogrammetrists,detailed,"1,590","63,480","58,920","100,380"
Texas,Surveyors,detailed,"4,250","62,330","56,320","99,860"
Texas,Aerospace Engineers,detailed,"7,450","111,480","110,840","159,380"
Texas,Agricultural Engineers,detailed,100,"82,500","64,780","144,770"
Texas,Biomedical Engineers,detailed,"1,090","90,570","90,400","132,470"
Texas,Chemical Engineers,detailed,"6,970","125,360","112,820","198,350"
Texas,Civil Engineers,detailed,"26,580","99,810","89,960","161,560"
Texas,Computer Hardware Engineers,detailed,"3,590","112,090","111,750","158,850"
Texas,Electrical Engineers,detailed,"14,850","104,070","98,400","155,540"
Texas,"Electronics Engineers, Except Computer",detailed,"12,900","109,780","103,860","161,380"
Texas,Environmental Engineers,detailed,"2,910","88,130","86,760","128,770"
Texas,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,"2,990","108,080","99,120","164,710"
Texas,Industrial Engineers,detailed,"16,060","102,350","97,080","154,230"
Texas,Marine Engineers and Naval Architects,detailed,970,"115,430","109,250","194,140"
Texas,Materials Engineers,detailed,"2,100","97,360","94,030","148,970"
Texas,Mechanical Engineers,detailed,"19,690","103,060","91,710","159,870"
Texas,Nuclear Engineers,detailed,540,"96,640","102,110","184,680"
Texas,"Engineers, All Other",detailed,"9,070","113,310","106,610","165,080"
Texas,Architectural and Civil Drafters,detailed,"11,700","58,420","50,170","91,470"
Texas,Electrical and Electronics Drafters,detailed,"2,970","69,580","63,630","105,340"
Texas,Mechanical Drafters,detailed,"4,900","62,650","57,090","99,080"
Texas,"Drafters, All Other",detailed,"1,960","59,960","50,710","103,050"
Texas,Aerospace Engineering and Operations Technicians,detailed,"1,200","63,520","60,760","96,250"
Texas,Civil Engineering Technicians,detailed,"11,750","49,300","44,220","70,860"
Texas,Electrical and Electronics Engineering Technicians,detailed,"15,370","62,430","60,390","91,800"
Texas,Electro-Mechanical Technicians,detailed,"1,400","60,050","56,550","93,000"
Texas,Environmental Engineering Technicians,detailed,780,"56,020","53,350","82,960"
Texas,Industrial Engineering Technicians,detailed,"3,290","65,750","61,680","100,970"
Texas,Mechanical Engineering Technicians,detailed,"4,980","65,200","57,120","121,470"
Texas,"Engineering Technicians, Except Drafters, All Other",detailed,"7,050","62,760","61,990","98,010"
Texas,Surveying and Mapping Technicians,detailed,"7,730","43,970","40,470","65,380"
Texas,"Life, Physical, and Social Science Occupations",major,"82,370","74,370","61,260","129,420"
Texas,Animal Scientists,detailed,180,"70,220","57,530","148,120"
Texas,Food Scientists and Technologists,detailed,570,"66,980","65,470","98,130"
Texas,Soil and Plant Scientists,detailed,820,"59,940","54,660","91,420"
Texas,Biochemists and Biophysicists,detailed,"1,160","92,880","77,340","157,770"
Texas,Microbiologists,detailed,800,"56,650","48,980","92,720"
Texas,Zoologists and Wildlife Biologists,detailed,290,"72,400","67,310","103,480"
Texas,"Biological Scientists, All Other",detailed,"2,270","71,520","72,620","97,700"
Texas,Conservation Scientists,detailed,"1,740","57,090","55,620","77,010"
Texas,Foresters,detailed,120,"58,920","57,240","84,800"
Texas,Epidemiologists,detailed,410,"88,600","69,470","184,150"
Texas,"Medical Scientists, Except Epidemiologists",detailed,"3,540","78,060","63,900","130,200"
Texas,"Life Scientists, All Other",detailed,280,"99,630","101,330","152,600"
Texas,Astronomers,detailed,220,"77,300","63,160","145,780"
Texas,Physicists,detailed,970,"105,570","99,260","177,910"
Texas,Atmospheric and Space Scientists,detailed,650,"81,410","82,860","123,300"
Texas,Chemists,detailed,"6,400","76,280","68,880","124,420"
Texas,Materials Scientists,detailed,320,"111,290","114,460","174,870"
Texas,"Environmental Scientists and Specialists, Including Health",detailed,"5,050","90,000","77,900","150,400"
Texas,Hydrologists,detailed,340,"75,780","71,330","110,240"
Texas,"Physical Scientists, All Other",detailed,"1,100","97,640","92,670","154,380"
Texas,Survey Researchers,detailed,570,"52,110","48,480","84,590"
Texas,"Clinical, Counseling, and School Psychologists",detailed,"5,820","65,310","61,560","95,440"
Texas,"Psychologists, All Other",detailed,660,"90,570","95,720","113,480"
Texas,Sociologists,detailed,100,"43,170","37,130","72,790"
Texas,Urban and Regional Planners,detailed,"2,130","67,700","61,300","104,280"
Texas,Anthropologists and Archeologists,detailed,310,"68,210","65,920","102,320"
Texas,Geographers,detailed,120,"61,770","60,120","79,630"
Texas,Historians,detailed,120,"68,620","71,110","101,650"
Texas,Political Scientists,detailed,370,"72,090","78,120","105,170"
Texas,"Social Scientists and Related Workers, All Other",detailed,"2,140","75,430","75,150","106,970"
Texas,Agricultural and Food Science Technicians,detailed,"1,930","35,640","34,370","53,950"
Texas,Biological Technicians,detailed,"3,760","47,880","42,920","80,070"
Texas,Chemical Technicians,detailed,"6,260","53,810","49,720","83,960"
Texas,Geological and Petroleum Technicians,detailed,"6,340","68,510","62,540","119,030"
Texas,Nuclear Technicians,detailed,270,"80,090","77,860","116,400"
Texas,Social Science Research Assistants,detailed,"1,400","42,110","36,640","65,450"
Texas,"Environmental Science and Protection Technicians, Including Health",detailed,"3,630","44,510","40,280","70,270"
Texas,Forensic Science Technicians,detailed,"1,030","51,700","48,150","76,950"
Texas,Forest and Conservation Technicians,detailed,370,"42,530","39,790","55,510"
Texas,"Life, Physical, and Social Science Technicians, All Other",detailed,"7,790","47,560","44,380","76,530"
Texas,Community and Social Service Occupations,major,"111,510","48,280","45,010","74,740"
Texas,Substance Abuse and Behavioral Disorder Counselors,detailed,"3,760","41,090","37,030","61,020"
Texas,"Educational, Guidance, School, and Vocational Counselors",detailed,"23,890","57,980","58,460","79,910"
Texas,Marriage and Family Therapists,detailed,"1,250","42,690","42,250","62,420"
Texas,Mental Health Counselors,detailed,"4,850","47,210","41,560","70,130"
Texas,Rehabilitation Counselors,detailed,"3,950","44,360","43,920","61,470"
Texas,"Counselors, All Other",detailed,"5,470","60,900","61,040","81,610"
Texas,"Child, Family, and School Social Workers",detailed,"16,640","43,800","41,340","59,560"
Texas,Healthcare Social Workers,detailed,"9,840","57,950","55,500","83,160"
Texas,Mental Health and Substance Abuse Social Workers,detailed,"3,310","42,790","42,110","59,810"
Texas,"Social Workers, All Other",detailed,"1,680","67,860","73,360","88,200"
Texas,Health Educators,detailed,"2,570","54,740","50,330","89,830"
Texas,Probation Officers and Correctional Treatment Specialists,detailed,"8,070","45,710","44,060","58,680"
Texas,Social and Human Service Assistants,detailed,"16,620","33,300","32,450","47,820"
Texas,Community Health Workers,detailed,"3,370","41,400","38,060","62,010"
Texas,"Community and Social Service Specialists, All Other",detailed,"2,780","42,090","38,750","62,490"
Texas,Clergy,detailed,"2,480","50,910","48,230","79,750"
Texas,"Directors, Religious Activities and Education",detailed,530,"66,720","70,320","99,080"
Texas,"Religious Workers, All Other",detailed,440,"38,860","31,990","83,890"
Texas,Judicial Law Clerks,detailed,670,"46,720","45,810","67,940"
Texas,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"1,210","99,400","86,170","156,580"
Texas,"Arbitrators, Mediators, and Conciliators",detailed,450,"63,990","51,750","114,160"
Texas,"Judges, Magistrate Judges, and Magistrates",detailed,"2,790","89,490","81,320","151,980"
Texas,Paralegals and Legal Assistants,detailed,"22,120","54,480","50,550","82,700"
Texas,Court Reporters,detailed,"1,370","78,410","73,400","101,000"
Texas,"Title Examiners, Abstractors, and Searchers",detailed,"8,830","67,170","54,210","129,240"
Texas,"Legal Support Workers, All Other",detailed,"2,410","63,260","50,760","118,130"
Texas,"Education, Training, and Library Occupations",major,"739,040","49,780","49,060","76,740"
Texas,"Business Teachers, Postsecondary",detailed,"5,430","102,370","87,340","194,950"
Texas,"Computer Science Teachers, Postsecondary",detailed,"2,510","87,480","77,080","154,220"
Texas,"Mathematical Science Teachers, Postsecondary",detailed,"4,580","75,250","64,620","128,370"
Texas,"Architecture Teachers, Postsecondary",detailed,890,"74,970","69,370","122,970"
Texas,"Engineering Teachers, Postsecondary",detailed,"3,690","107,190","96,410","187,970"
Texas,"Agricultural Sciences Teachers, Postsecondary",detailed,"1,790","101,040","94,850","164,600"
Texas,"Biological Science Teachers, Postsecondary",detailed,"3,920","92,640","76,620","172,730"
Texas,"Forestry and Conservation Science Teachers, Postsecondary",detailed,90,"82,460","84,170","125,700"
Texas,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"1,060","100,180","91,170","173,180"
Texas,"Chemistry Teachers, Postsecondary",detailed,"1,860","86,750","71,990","167,950"
Texas,"Environmental Science Teachers, Postsecondary",detailed,250,"88,470","71,660","168,310"
Texas,"Physics Teachers, Postsecondary",detailed,"1,210","92,080","80,460","159,760"
Texas,"Anthropology and Archeology Teachers, Postsecondary",detailed,330,"89,950","82,440","150,560"
Texas,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,690,"66,670","56,900","119,760"
Texas,"Economics Teachers, Postsecondary",detailed,"1,050","105,800","92,200","181,980"
Texas,"Geography Teachers, Postsecondary",detailed,230,"87,180","79,790","143,670"
Texas,"Political Science Teachers, Postsecondary",detailed,"1,760","91,540","73,230","174,660"
Texas,"Psychology Teachers, Postsecondary",detailed,"3,020","72,910","63,750","127,680"
Texas,"Sociology Teachers, Postsecondary",detailed,"1,230","78,630","70,020","126,450"
Texas,"Social Sciences Teachers, Postsecondary, All Other",detailed,350,"62,390","58,670","107,590"
Texas,"Nursing Instructors and Teachers, Postsecondary",detailed,"4,170","66,850","63,030","98,880"
Texas,"Education Teachers, Postsecondary",detailed,"4,540","61,040","60,380","103,640"
Texas,"Library Science Teachers, Postsecondary",detailed,330,"65,010","61,370","98,860"
Texas,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"1,080","59,200","56,190","96,140"
Texas,"Social Work Teachers, Postsecondary",detailed,660,"61,140","58,220","104,690"
Texas,"Art, Drama, and Music Teachers, Postsecondary",detailed,"6,730","64,410","59,320","105,100"
Texas,"Communications Teachers, Postsecondary",detailed,"2,570","61,460","59,030","104,080"
Texas,"English Language and Literature Teachers, Postsecondary",detailed,"5,660","73,000","62,140","128,010"
Texas,"Foreign Language and Literature Teachers, Postsecondary",detailed,"2,000","63,170","57,790","107,180"
Texas,"History Teachers, Postsecondary",detailed,"2,340","78,210","65,530","130,580"
Texas,"Philosophy and Religion Teachers, Postsecondary",detailed,"1,560","77,330","69,240","131,270"
Texas,Graduate Teaching Assistants,detailed,"14,130","32,120","30,610","49,950"
Texas,"Home Economics Teachers, Postsecondary",detailed,400,"65,400","64,460","111,460"
Texas,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"1,850","63,250","59,880","102,910"
Texas,"Vocational Education Teachers, Postsecondary",detailed,"11,920","56,180","48,540","92,550"
Texas,"Postsecondary Teachers, All Other",detailed,"3,360","57,880","46,770","110,660"
Texas,"Preschool Teachers, Except Special Education",detailed,"27,140","35,820","27,840","62,520"
Texas,"Kindergarten Teachers, Except Special Education",detailed,"15,490","52,790","53,310","73,100"
Texas,"Elementary School Teachers, Except Special Education",detailed,"144,980","54,780","54,140","72,790"
Texas,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"72,080","55,000","54,510","72,850"
Texas,"Career/Technical Education Teachers, Middle School",detailed,"1,370","55,930","55,100","73,260"
Texas,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"106,870","55,500","55,030","74,390"
Texas,"Career/Technical Education Teachers, Secondary School",detailed,"9,290","57,330","56,360","76,750"
Texas,"Special Education Teachers, Preschool",detailed,"1,330","55,020","55,670","73,010"
Texas,"Special Education Teachers, Kindergarten and Elementary School",detailed,"10,770","55,840","55,330","74,470"
Texas,"Special Education Teachers, Middle School",detailed,"6,330","56,600","55,790","74,590"
Texas,"Special Education Teachers, Secondary School",detailed,"10,620","57,630","56,720","76,800"
Texas,"Special Education Teachers, All Other",detailed,340,"53,650","54,690","77,460"
Texas,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,"6,370","57,460","48,070","96,500"
Texas,Self-Enrichment Education Teachers,detailed,"14,740","39,170","34,630","62,670"
Texas,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,"20,590","37,530","29,880","63,780"
Texas,Substitute Teachers,detailed,"64,830","23,540","22,490","30,070"
Texas,Curators,detailed,540,"56,950","51,370","90,690"
Texas,Museum Technicians and Conservators,detailed,510,"42,690","38,550","60,750"
Texas,Librarians,detailed,"10,370","58,600","57,890","79,160"
Texas,Library Technicians,detailed,"3,740","29,600","28,510","42,260"
Texas,Audio-Visual and Multimedia Collections Specialists,detailed,"1,350","57,920","57,760","81,400"
Texas,Farm and Home Management Advisors,detailed,450,"34,280","27,130","57,430"
Texas,Instructional Coordinators,detailed,"13,500","68,250","67,020","95,240"
Texas,Teacher Assistants,detailed,"84,270","22,860","21,630","31,220"
Texas,"Education, Training, and Library Workers, All Other",detailed,"2,680","44,050","39,870","78,410"
Texas,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"125,800","52,750","44,560","92,350"
Texas,Art Directors,detailed,"1,740","85,430","77,970","138,600"
Texas,Craft Artists,detailed,560,"34,470","32,040","51,680"
Texas,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,600,"41,250","32,910","75,740"
Texas,Multimedia Artists and Animators,detailed,"1,720","70,990","67,390","106,360"
Texas,"Artists and Related Workers, All Other",detailed,220,"39,410","28,870","80,270"
Texas,Commercial and Industrial Designers,detailed,"1,100","74,840","61,710","132,470"
Texas,Fashion Designers,detailed,460,"55,850","49,720","80,980"
Texas,Floral Designers,detailed,"3,280","25,450","24,020","36,580"
Texas,Graphic Designers,detailed,"12,110","48,360","44,830","75,810"
Texas,Interior Designers,detailed,"4,970","60,850","50,810","97,710"
Texas,Merchandise Displayers and Window Trimmers,detailed,"12,920","28,200","26,140","39,220"
Texas,Set and Exhibit Designers,detailed,530,"49,470","46,280","76,420"
Texas,"Designers, All Other",detailed,300,"48,110","36,380","102,720"
Texas,Producers and Directors,detailed,"5,640","67,920","55,220","116,300"
Texas,Coaches and Scouts,detailed,"12,380","50,650","40,010","89,880"
Texas,"Umpires, Referees, and Other Sports Officials",detailed,970,"33,170","24,040","48,600"
Texas,Choreographers,detailed,450,"61,600","57,480","110,280"
Texas,Music Directors and Composers,detailed,"1,150","57,890","51,320","77,430"
Texas,Radio and Television Announcers,detailed,"2,280","52,690","36,360","96,950"
Texas,Public Address System and Other Announcers,detailed,850,"45,230","24,650","78,460"
Texas,Reporters and Correspondents,detailed,"1,890","36,650","30,670","60,520"
Texas,Public Relations Specialists,detailed,"25,940","63,320","56,280","104,420"
Texas,Editors,detailed,"5,290","56,690","51,960","92,600"
Texas,Technical Writers,detailed,"3,930","72,890","68,460","102,900"
Texas,Writers and Authors,detailed,"2,060","54,100","50,910","92,300"
Texas,Interpreters and Translators,detailed,"4,030","50,670","48,570","77,760"
Texas,"Media and Communication Workers, All Other",detailed,730,"60,590","48,440","126,270"
Texas,Audio and Video Equipment Technicians,detailed,"4,720","45,930","40,580","68,770"
Texas,Broadcast Technicians,detailed,"1,920","35,080","29,460","61,840"
Texas,Sound Engineering Technicians,detailed,510,"50,290","39,570","93,020"
Texas,Photographers,detailed,"3,040","43,990","27,890","63,520"
Texas,"Camera Operators, Television, Video, and Motion Picture",detailed,"1,330","55,400","50,020","95,480"
Texas,Film and Video Editors,detailed,950,"59,520","47,390","100,850"
Texas,"Media and Communication Equipment Workers, All Other",detailed,820,"86,050","80,700","125,910"
Texas,Healthcare Practitioners and Technical Occupations,major,"645,920","75,500","61,630","128,550"
