"","X.1","X","ST","STATE","OCC_TITLE","OCC_GROUP","A_MEAN","lon","lat"
"32595",32596,32596,"UT","Utah","Database Administrators","detailed",88000,-111.0937,39.32098
"32596",32597,32597,"UT","Utah","Network and Computer Systems Administrators","detailed",76080,-111.0937,39.32098
"32597",32598,32598,"UT","Utah","Computer Network Architects","detailed",101040,-111.0937,39.32098
"32598",32599,32599,"UT","Utah","Computer User Support Specialists","detailed",46570,-111.0937,39.32098
"32599",32600,32600,"UT","Utah","Computer Network Support Specialists","detailed",56420,-111.0937,39.32098
"32600",32601,32601,"UT","Utah","Computer Occupations, All Other","detailed",71370,-111.0937,39.32098
"32601",32602,32602,"UT","Utah","Actuaries","detailed",67810,-111.0937,39.32098
"32602",32603,32603,"UT","Utah","Operations Research Analysts","detailed",80570,-111.0937,39.32098
"32603",32604,32604,"UT","Utah","Statisticians","detailed",84180,-111.0937,39.32098
"32604",32605,32605,"UT","Utah","Architecture and Engineering Occupations","major",75100,-111.0937,39.32098
"32605",32606,32606,"UT","Utah","Architects, Except Landscape and Naval","detailed",67510,-111.0937,39.32098
"32606",32607,32607,"UT","Utah","Landscape Architects","detailed",66590,-111.0937,39.32098
"32607",32608,32608,"UT","Utah","Cartographers and Photogrammetrists","detailed",62830,-111.0937,39.32098
"32608",32609,32609,"UT","Utah","Surveyors","detailed",64010,-111.0937,39.32098
"32609",32610,32610,"UT","Utah","Aerospace Engineers","detailed",95340,-111.0937,39.32098
"32610",32611,32611,"UT","Utah","Agricultural Engineers","detailed",58330,-111.0937,39.32098
"32611",32612,32612,"UT","Utah","Biomedical Engineers","detailed",78550,-111.0937,39.32098
"32613",32614,32614,"UT","Utah","Civil Engineers","detailed",81260,-111.0937,39.32098
"32614",32615,32615,"UT","Utah","Computer Hardware Engineers","detailed",104830,-111.0937,39.32098
"32615",32616,32616,"UT","Utah","Electrical Engineers","detailed",88140,-111.0937,39.32098
"32616",32617,32617,"UT","Utah","Electronics Engineers, Except Computer","detailed",87060,-111.0937,39.32098
"32617",32618,32618,"UT","Utah","Environmental Engineers","detailed",83710,-111.0937,39.32098
"32618",32619,32619,"UT","Utah","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","detailed",74700,-111.0937,39.32098
"32619",32620,32620,"UT","Utah","Industrial Engineers","detailed",88090,-111.0937,39.32098
"32620",32621,32621,"UT","Utah","Materials Engineers","detailed",79080,-111.0937,39.32098
"32621",32622,32622,"UT","Utah","Mechanical Engineers","detailed",82010,-111.0937,39.32098
"32622",32623,32623,"UT","Utah","Mining and Geological Engineers, Including Mining Safety Engineers","detailed",84690,-111.0937,39.32098
"32623",32624,32624,"UT","Utah","Petroleum Engineers","detailed",134290,-111.0937,39.32098
"32624",32625,32625,"UT","Utah","Engineers, All Other","detailed",88910,-111.0937,39.32098
"32625",32626,32626,"UT","Utah","Architectural and Civil Drafters","detailed",51200,-111.0937,39.32098
"32626",32627,32627,"UT","Utah","Electrical and Electronics Drafters","detailed",54280,-111.0937,39.32098
"32627",32628,32628,"UT","Utah","Mechanical Drafters","detailed",53420,-111.0937,39.32098
"32628",32629,32629,"UT","Utah","Aerospace Engineering and Operations Technicians","detailed",63910,-111.0937,39.32098
"32629",32630,32630,"UT","Utah","Civil Engineering Technicians","detailed",49530,-111.0937,39.32098
"32630",32631,32631,"UT","Utah","Electrical and Electronics Engineering Technicians","detailed",60610,-111.0937,39.32098
"32631",32632,32632,"UT","Utah","Electro-Mechanical Technicians","detailed",54130,-111.0937,39.32098
"32632",32633,32633,"UT","Utah","Environmental Engineering Technicians","detailed",46640,-111.0937,39.32098
"32633",32634,32634,"UT","Utah","Industrial Engineering Technicians","detailed",54910,-111.0937,39.32098
"32634",32635,32635,"UT","Utah","Mechanical Engineering Technicians","detailed",51720,-111.0937,39.32098
"32635",32636,32636,"UT","Utah","Engineering Technicians, Except Drafters, All Other","detailed",52410,-111.0937,39.32098
"32636",32637,32637,"UT","Utah","Surveying and Mapping Technicians","detailed",44980,-111.0937,39.32098
"32637",32638,32638,"UT","Utah","Life, Physical, and Social Science Occupations","major",59470,-111.0937,39.32098
"32638",32639,32639,"UT","Utah","Food Scientists and Technologists","detailed",52970,-111.0937,39.32098
"32639",32640,32640,"UT","Utah","Soil and Plant Scientists","detailed",62590,-111.0937,39.32098
"32641",32642,32642,"UT","Utah","Microbiologists","detailed",60230,-111.0937,39.32098
"32642",32643,32643,"UT","Utah","Zoologists and Wildlife Biologists","detailed",59060,-111.0937,39.32098
"32643",32644,32644,"UT","Utah","Biological Scientists, All Other","detailed",69910,-111.0937,39.32098
"32644",32645,32645,"UT","Utah","Conservation Scientists","detailed",64370,-111.0937,39.32098
"32645",32646,32646,"UT","Utah","Epidemiologists","detailed",64730,-111.0937,39.32098
"32646",32647,32647,"UT","Utah","Medical Scientists, Except Epidemiologists","detailed",82850,-111.0937,39.32098
"32647",32648,32648,"UT","Utah","Physicists","detailed",126760,-111.0937,39.32098
"32648",32649,32649,"UT","Utah","Atmospheric and Space Scientists","detailed",75970,-111.0937,39.32098
"32649",32650,32650,"UT","Utah","Chemists","detailed",69630,-111.0937,39.32098
"32650",32651,32651,"UT","Utah","Materials Scientists","detailed",79760,-111.0937,39.32098
"32651",32652,32652,"UT","Utah","Environmental Scientists and Specialists, Including Health","detailed",72190,-111.0937,39.32098
"32652",32653,32653,"UT","Utah","Geoscientists, Except Hydrologists and Geographers","detailed",80930,-111.0937,39.32098
"32653",32654,32654,"UT","Utah","Hydrologists","detailed",65830,-111.0937,39.32098
"32654",32655,32655,"UT","Utah","Physical Scientists, All Other","detailed",87430,-111.0937,39.32098
"32655",32656,32656,"UT","Utah","Economists","detailed",81480,-111.0937,39.32098
"32656",32657,32657,"UT","Utah","Survey Researchers","detailed",50680,-111.0937,39.32098
"32657",32658,32658,"UT","Utah","Clinical, Counseling, and School Psychologists","detailed",66920,-111.0937,39.32098
"32658",32659,32659,"UT","Utah","Psychologists, All Other","detailed",81970,-111.0937,39.32098
"32659",32660,32660,"UT","Utah","Sociologists","detailed",61780,-111.0937,39.32098
"32660",32661,32661,"UT","Utah","Urban and Regional Planners","detailed",69600,-111.0937,39.32098
"32661",32662,32662,"UT","Utah","Anthropologists and Archeologists","detailed",61440,-111.0937,39.32098
"32662",32663,32663,"UT","Utah","Historians","detailed",47670,-111.0937,39.32098
"32663",32664,32664,"UT","Utah","Social Scientists and Related Workers, All Other","detailed",49460,-111.0937,39.32098
"32664",32665,32665,"UT","Utah","Agricultural and Food Science Technicians","detailed",39280,-111.0937,39.32098
"32666",32667,32667,"UT","Utah","Chemical Technicians","detailed",43140,-111.0937,39.32098
"32667",32668,32668,"UT","Utah","Geological and Petroleum Technicians","detailed",62120,-111.0937,39.32098
"32668",32669,32669,"UT","Utah","Social Science Research Assistants","detailed",39970,-111.0937,39.32098
"32669",32670,32670,"UT","Utah","Environmental Science and Protection Technicians, Including Health","detailed",55240,-111.0937,39.32098
"32670",32671,32671,"UT","Utah","Forensic Science Technicians","detailed",50020,-111.0937,39.32098
"32671",32672,32672,"UT","Utah","Forest and Conservation Technicians","detailed",32170,-111.0937,39.32098
"32672",32673,32673,"UT","Utah","Life, Physical, and Social Science Technicians, All Other","detailed",55010,-111.0937,39.32098
"32673",32674,32674,"UT","Utah","Community and Social Service Occupations","major",42350,-111.0937,39.32098
"32674",32675,32675,"UT","Utah","Substance Abuse and Behavioral Disorder Counselors","detailed",43070,-111.0937,39.32098
"32675",32676,32676,"UT","Utah","Educational, Guidance, School, and Vocational Counselors","detailed",48400,-111.0937,39.32098
"32676",32677,32677,"UT","Utah","Marriage and Family Therapists","detailed",48100,-111.0937,39.32098
"32677",32678,32678,"UT","Utah","Mental Health Counselors","detailed",61080,-111.0937,39.32098
"32678",32679,32679,"UT","Utah","Rehabilitation Counselors","detailed",47880,-111.0937,39.32098
"32679",32680,32680,"UT","Utah","Child, Family, and School Social Workers","detailed",48230,-111.0937,39.32098
"32680",32681,32681,"UT","Utah","Healthcare Social Workers","detailed",57310,-111.0937,39.32098
"32681",32682,32682,"UT","Utah","Mental Health and Substance Abuse Social Workers","detailed",47140,-111.0937,39.32098
"32682",32683,32683,"UT","Utah","Social Workers, All Other","detailed",48550,-111.0937,39.32098
"32683",32684,32684,"UT","Utah","Health Educators","detailed",48590,-111.0937,39.32098
"32684",32685,32685,"UT","Utah","Probation Officers and Correctional Treatment Specialists","detailed",46100,-111.0937,39.32098
"32685",32686,32686,"UT","Utah","Social and Human Service Assistants","detailed",27200,-111.0937,39.32098
"32686",32687,32687,"UT","Utah","Community Health Workers","detailed",43290,-111.0937,39.32098
"32687",32688,32688,"UT","Utah","Community and Social Service Specialists, All Other","detailed",35970,-111.0937,39.32098
"32689",32690,32690,"UT","Utah","Legal Occupations","major",79340,-111.0937,39.32098
"32690",32691,32691,"UT","Utah","Lawyers","detailed",108670,-111.0937,39.32098
"32691",32692,32692,"UT","Utah","Judicial Law Clerks","detailed",36230,-111.0937,39.32098
"32692",32693,32693,"UT","Utah","Administrative Law Judges, Adjudicators, and Hearing Officers","detailed",76170,-111.0937,39.32098
"32693",32694,32694,"UT","Utah","Arbitrators, Mediators, and Conciliators","detailed",87340,-111.0937,39.32098
"32694",32695,32695,"UT","Utah","Judges, Magistrate Judges, and Magistrates","detailed",77410,-111.0937,39.32098
"32695",32696,32696,"UT","Utah","Paralegals and Legal Assistants","detailed",45500,-111.0937,39.32098
"32696",32697,32697,"UT","Utah","Court Reporters","detailed",24950,-111.0937,39.32098
"32697",32698,32698,"UT","Utah","Title Examiners, Abstractors, and Searchers","detailed",47180,-111.0937,39.32098
"32698",32699,32699,"UT","Utah","Legal Support Workers, All Other","detailed",52450,-111.0937,39.32098
"32699",32700,32700,"UT","Utah","Education, Training, and Library Occupations","major",50630,-111.0937,39.32098
"32700",32701,32701,"UT","Utah","Business Teachers, Postsecondary","detailed",98110,-111.0937,39.32098
"32701",32702,32702,"UT","Utah","Computer Science Teachers, Postsecondary","detailed",85090,-111.0937,39.32098
"32702",32703,32703,"UT","Utah","Mathematical Science Teachers, Postsecondary","detailed",78270,-111.0937,39.32098
"32703",32704,32704,"UT","Utah","Architecture Teachers, Postsecondary","detailed",79190,-111.0937,39.32098
"32704",32705,32705,"UT","Utah","Engineering Teachers, Postsecondary","detailed",108470,-111.0937,39.32098
"32705",32706,32706,"UT","Utah","Agricultural Sciences Teachers, Postsecondary","detailed",82050,-111.0937,39.32098
"32706",32707,32707,"UT","Utah","Biological Science Teachers, Postsecondary","detailed",114290,-111.0937,39.32098
"32707",32708,32708,"UT","Utah","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","detailed",104080,-111.0937,39.32098
"32708",32709,32709,"UT","Utah","Chemistry Teachers, Postsecondary","detailed",94370,-111.0937,39.32098
"32709",32710,32710,"UT","Utah","Environmental Science Teachers, Postsecondary","detailed",97170,-111.0937,39.32098
"32710",32711,32711,"UT","Utah","Physics Teachers, Postsecondary","detailed",95700,-111.0937,39.32098
"32711",32712,32712,"UT","Utah","Area, Ethnic, and Cultural Studies Teachers, Postsecondary","detailed",85970,-111.0937,39.32098
"32712",32713,32713,"UT","Utah","Economics Teachers, Postsecondary","detailed",111380,-111.0937,39.32098
"32713",32714,32714,"UT","Utah","Political Science Teachers, Postsecondary","detailed",99450,-111.0937,39.32098
"32714",32715,32715,"UT","Utah","Psychology Teachers, Postsecondary","detailed",83730,-111.0937,39.32098
"32715",32716,32716,"UT","Utah","Sociology Teachers, Postsecondary","detailed",78420,-111.0937,39.32098
"32716",32717,32717,"UT","Utah","Social Sciences Teachers, Postsecondary, All Other","detailed",78040,-111.0937,39.32098
"32717",32718,32718,"UT","Utah","Health Specialties Teachers, Postsecondary","detailed",140070,-111.0937,39.32098
"32718",32719,32719,"UT","Utah","Nursing Instructors and Teachers, Postsecondary","detailed",74150,-111.0937,39.32098
"32719",32720,32720,"UT","Utah","Education Teachers, Postsecondary","detailed",89460,-111.0937,39.32098
"32720",32721,32721,"UT","Utah","Library Science Teachers, Postsecondary","detailed",66180,-111.0937,39.32098
"32721",32722,32722,"UT","Utah","Criminal Justice and Law Enforcement Teachers, Postsecondary","detailed",60060,-111.0937,39.32098
"32722",32723,32723,"UT","Utah","Law Teachers, Postsecondary","detailed",150400,-111.0937,39.32098
"32723",32724,32724,"UT","Utah","Social Work Teachers, Postsecondary","detailed",77750,-111.0937,39.32098
"32724",32725,32725,"UT","Utah","Art, Drama, and Music Teachers, Postsecondary","detailed",68460,-111.0937,39.32098
"32725",32726,32726,"UT","Utah","Communications Teachers, Postsecondary","detailed",71440,-111.0937,39.32098
"32726",32727,32727,"UT","Utah","English Language and Literature Teachers, Postsecondary","detailed",73850,-111.0937,39.32098
"32727",32728,32728,"UT","Utah","Foreign Language and Literature Teachers, Postsecondary","detailed",82510,-111.0937,39.32098
"32728",32729,32729,"UT","Utah","History Teachers, Postsecondary","detailed",86960,-111.0937,39.32098
"32729",32730,32730,"UT","Utah","Philosophy and Religion Teachers, Postsecondary","detailed",86110,-111.0937,39.32098
"32730",32731,32731,"UT","Utah","Graduate Teaching Assistants","detailed",51550,-111.0937,39.32098
"32731",32732,32732,"UT","Utah","Home Economics Teachers, Postsecondary","detailed",71220,-111.0937,39.32098
"32732",32733,32733,"UT","Utah","Recreation and Fitness Studies Teachers, Postsecondary","detailed",46130,-111.0937,39.32098
"32733",32734,32734,"UT","Utah","Vocational Education Teachers, Postsecondary","detailed",52900,-111.0937,39.32098
"32734",32735,32735,"UT","Utah","Preschool Teachers, Except Special Education","detailed",26580,-111.0937,39.32098
"32735",32736,32736,"UT","Utah","Kindergarten Teachers, Except Special Education","detailed",42820,-111.0937,39.32098
"32736",32737,32737,"UT","Utah","Elementary School Teachers, Except Special Education","detailed",54180,-111.0937,39.32098
"32737",32738,32738,"UT","Utah","Middle School Teachers, Except Special and Career/Technical Education","detailed",56010,-111.0937,39.32098
"32738",32739,32739,"UT","Utah","Career/Technical Education Teachers, Middle School","detailed",50090,-111.0937,39.32098
"32739",32740,32740,"UT","Utah","Secondary School Teachers, Except Special and Career/Technical Education","detailed",57050,-111.0937,39.32098
"32740",32741,32741,"UT","Utah","Career/Technical Education Teachers, Secondary School","detailed",52600,-111.0937,39.32098
"32741",32742,32742,"UT","Utah","Special Education Teachers, Preschool","detailed",62800,-111.0937,39.32098
"32742",32743,32743,"UT","Utah","Special Education Teachers, Kindergarten and Elementary School","detailed",45120,-111.0937,39.32098
"32743",32744,32744,"UT","Utah","Special Education Teachers, Middle School","detailed",44700,-111.0937,39.32098
"32744",32745,32745,"UT","Utah","Special Education Teachers, Secondary School","detailed",44650,-111.0937,39.32098
"32745",32746,32746,"UT","Utah","Special Education Teachers, All Other","detailed",48850,-111.0937,39.32098
"32746",32747,32747,"UT","Utah","Adult Basic and Secondary Education and Literacy Teachers and Instructors","detailed",42480,-111.0937,39.32098
"32747",32748,32748,"UT","Utah","Self-Enrichment Education Teachers","detailed",36160,-111.0937,39.32098
"32748",32749,32749,"UT","Utah","Teachers and Instructors, All Other, Except Substitute Teachers","detailed",39790,-111.0937,39.32098
"32749",32750,32750,"UT","Utah","Substitute Teachers","detailed",27790,-111.0937,39.32098
"32750",32751,32751,"UT","Utah","Curators","detailed",46740,-111.0937,39.32098
"32751",32752,32752,"UT","Utah","Museum Technicians and Conservators","detailed",34840,-111.0937,39.32098
"32752",32753,32753,"UT","Utah","Librarians","detailed",53740,-111.0937,39.32098
"32753",32754,32754,"UT","Utah","Library Technicians","detailed",29510,-111.0937,39.32098
"32754",32755,32755,"UT","Utah","Audio-Visual and Multimedia Collections Specialists","detailed",33240,-111.0937,39.32098
"32755",32756,32756,"UT","Utah","Instructional Coordinators","detailed",59560,-111.0937,39.32098
"32756",32757,32757,"UT","Utah","Teacher Assistants","detailed",25340,-111.0937,39.32098
"32757",32758,32758,"UT","Utah","Education, Training, and Library Workers, All Other","detailed",42850,-111.0937,39.32098
"32758",32759,32759,"UT","Utah","Arts, Design, Entertainment, Sports, and Media Occupations","major",47190,-111.0937,39.32098
"32759",32760,32760,"UT","Utah","Art Directors","detailed",89670,-111.0937,39.32098
"32760",32761,32761,"UT","Utah","Craft Artists","detailed",43000,-111.0937,39.32098
"32761",32762,32762,"UT","Utah","Fine Artists, Including Painters, Sculptors, and Illustrators","detailed",46920,-111.0937,39.32098
"32762",32763,32763,"UT","Utah","Multimedia Artists and Animators","detailed",67060,-111.0937,39.32098
"32763",32764,32764,"UT","Utah","Commercial and Industrial Designers","detailed",57320,-111.0937,39.32098
"32764",32765,32765,"UT","Utah","Fashion Designers","detailed",60130,-111.0937,39.32098
"32765",32766,32766,"UT","Utah","Floral Designers","detailed",25090,-111.0937,39.32098
"32766",32767,32767,"UT","Utah","Graphic Designers","detailed",47500,-111.0937,39.32098
"32768",32769,32769,"UT","Utah","Merchandise Displayers and Window Trimmers","detailed",31570,-111.0937,39.32098
"32769",32770,32770,"UT","Utah","Set and Exhibit Designers","detailed",54200,-111.0937,39.32098
"32771",32772,32772,"UT","Utah","Producers and Directors","detailed",62900,-111.0937,39.32098
"32772",32773,32773,"UT","Utah","Athletes and Sports Competitors","detailed",86220,-111.0937,39.32098
"32773",32774,32774,"UT","Utah","Coaches and Scouts","detailed",35530,-111.0937,39.32098
"32774",32775,32775,"UT","Utah","Umpires, Referees, and Other Sports Officials","detailed",20720,-111.0937,39.32098
"32776",32777,32777,"UT","Utah","Choreographers","detailed",52500,-111.0937,39.32098
"32777",32778,32778,"UT","Utah","Music Directors and Composers","detailed",48100,-111.0937,39.32098
"32781",32782,32782,"UT","Utah","Broadcast News Analysts","detailed",87780,-111.0937,39.32098
"32782",32783,32783,"UT","Utah","Reporters and Correspondents","detailed",52670,-111.0937,39.32098
"32783",32784,32784,"UT","Utah","Public Relations Specialists","detailed",62150,-111.0937,39.32098
"32784",32785,32785,"UT","Utah","Editors","detailed",53760,-111.0937,39.32098
"32785",32786,32786,"UT","Utah","Technical Writers","detailed",65740,-111.0937,39.32098
"32786",32787,32787,"UT","Utah","Writers and Authors","detailed",48030,-111.0937,39.32098
"32787",32788,32788,"UT","Utah","Interpreters and Translators","detailed",43840,-111.0937,39.32098
"32788",32789,32789,"UT","Utah","Audio and Video Equipment Technicians","detailed",43710,-111.0937,39.32098
"32789",32790,32790,"UT","Utah","Broadcast Technicians","detailed",43970,-111.0937,39.32098
"32790",32791,32791,"UT","Utah","Sound Engineering Technicians","detailed",21360,-111.0937,39.32098
"32791",32792,32792,"UT","Utah","Photographers","detailed",32490,-111.0937,39.32098
"32792",32793,32793,"UT","Utah","Camera Operators, Television, Video, and Motion Picture","detailed",44370,-111.0937,39.32098
"32793",32794,32794,"UT","Utah","Film and Video Editors","detailed",51700,-111.0937,39.32098
"32794",32795,32795,"UT","Utah","Healthcare Practitioners and Technical Occupations","major",74370,-111.0937,39.32098
"32795",32796,32796,"UT","Utah","Chiropractors","detailed",61960,-111.0937,39.32098
"32796",32797,32797,"UT","Utah","Dentists, General","detailed",127480,-111.0937,39.32098
"32797",32798,32798,"UT","Utah","Dietitians and Nutritionists","detailed",50660,-111.0937,39.32098
"32798",32799,32799,"UT","Utah","Optometrists","detailed",91180,-111.0937,39.32098
"32799",32800,32800,"UT","Utah","Pharmacists","detailed",112760,-111.0937,39.32098
"32800",32801,32801,"UT","Utah","Anesthesiologists","detailed",230130,-111.0937,39.32098
"32801",32802,32802,"UT","Utah","Family and General Practitioners","detailed",210680,-111.0937,39.32098
"32802",32803,32803,"UT","Utah","Internists, General","detailed",223420,-111.0937,39.32098
"32803",32804,32804,"UT","Utah","Obstetricians and Gynecologists","detailed",259050,-111.0937,39.32098
"32804",32805,32805,"UT","Utah","Pediatricians, General","detailed",267020,-111.0937,39.32098
"32806",32807,32807,"UT","Utah","Physicians and Surgeons, All Other","detailed",224260,-111.0937,39.32098
"32807",32808,32808,"UT","Utah","Physician Assistants","detailed",105690,-111.0937,39.32098
"32808",32809,32809,"UT","Utah","Podiatrists","detailed",121840,-111.0937,39.32098
"32809",32810,32810,"UT","Utah","Occupational Therapists","detailed",80260,-111.0937,39.32098
"32810",32811,32811,"UT","Utah","Physical Therapists","detailed",83530,-111.0937,39.32098
"32811",32812,32812,"UT","Utah","Radiation Therapists","detailed",77380,-111.0937,39.32098
"32812",32813,32813,"UT","Utah","Recreational Therapists","detailed",42770,-111.0937,39.32098
"32813",32814,32814,"UT","Utah","Respiratory Therapists","detailed",58970,-111.0937,39.32098
"32814",32815,32815,"UT","Utah","Speech-Language Pathologists","detailed",70310,-111.0937,39.32098
"32815",32816,32816,"UT","Utah","Exercise Physiologists","detailed",49560,-111.0937,39.32098
"32816",32817,32817,"UT","Utah","Veterinarians","detailed",85290,-111.0937,39.32098
"32817",32818,32818,"UT","Utah","Registered Nurses","detailed",62360,-111.0937,39.32098
"32818",32819,32819,"UT","Utah","Nurse Anesthetists","detailed",155750,-111.0937,39.32098
"32819",32820,32820,"UT","Utah","Nurse Midwives","detailed",102620,-111.0937,39.32098
"32820",32821,32821,"UT","Utah","Nurse Practitioners","detailed",102070,-111.0937,39.32098
"32821",32822,32822,"UT","Utah","Audiologists","detailed",68050,-111.0937,39.32098
"32822",32823,32823,"UT","Utah","Health Diagnosing and Treating Practitioners, All Other","detailed",68240,-111.0937,39.32098
"32823",32824,32824,"UT","Utah","Medical and Clinical Laboratory Technologists","detailed",54980,-111.0937,39.32098
"32824",32825,32825,"UT","Utah","Medical and Clinical Laboratory Technicians","detailed",34960,-111.0937,39.32098
"32825",32826,32826,"UT","Utah","Dental Hygienists","detailed",68570,-111.0937,39.32098
"32826",32827,32827,"UT","Utah","Cardiovascular Technologists and Technicians","detailed",54570,-111.0937,39.32098
"32827",32828,32828,"UT","Utah","Diagnostic Medical Sonographers","detailed",76310,-111.0937,39.32098
"32828",32829,32829,"UT","Utah","Nuclear Medicine Technologists","detailed",72310,-111.0937,39.32098
"32829",32830,32830,"UT","Utah","Radiologic Technologists","detailed",55890,-111.0937,39.32098
"32830",32831,32831,"UT","Utah","Magnetic Resonance Imaging Technologists","detailed",62570,-111.0937,39.32098
"32831",32832,32832,"UT","Utah","Emergency Medical Technicians and Paramedics","detailed",33890,-111.0937,39.32098
"32832",32833,32833,"UT","Utah","Dietetic Technicians","detailed",25090,-111.0937,39.32098
"32833",32834,32834,"UT","Utah","Pharmacy Technicians","detailed",35100,-111.0937,39.32098
"32834",32835,32835,"UT","Utah","Psychiatric Technicians","detailed",25730,-111.0937,39.32098
"32835",32836,32836,"UT","Utah","Respiratory Therapy Technicians","detailed",45590,-111.0937,39.32098
"32836",32837,32837,"UT","Utah","Surgical Technologists","detailed",40000,-111.0937,39.32098
"32837",32838,32838,"UT","Utah","Veterinary Technologists and Technicians","detailed",28410,-111.0937,39.32098
"32838",32839,32839,"UT","Utah","Ophthalmic Medical Technicians","detailed",33240,-111.0937,39.32098
"32839",32840,32840,"UT","Utah","Licensed Practical and Licensed Vocational Nurses","detailed",42720,-111.0937,39.32098
"32840",32841,32841,"UT","Utah","Medical Records and Health Information Technicians","detailed",40000,-111.0937,39.32098
"32841",32842,32842,"UT","Utah","Opticians, Dispensing","detailed",30840,-111.0937,39.32098
"32842",32843,32843,"UT","Utah","Orthotists and Prosthetists","detailed",69010,-111.0937,39.32098
"32843",32844,32844,"UT","Utah","Hearing Aid Specialists","detailed",56730,-111.0937,39.32098
"32844",32845,32845,"UT","Utah","Health Technologists and Technicians, All Other","detailed",39540,-111.0937,39.32098
"32845",32846,32846,"UT","Utah","Occupational Health and Safety Specialists","detailed",70840,-111.0937,39.32098
"32846",32847,32847,"UT","Utah","Occupational Health and Safety Technicians","detailed",57530,-111.0937,39.32098
"32847",32848,32848,"UT","Utah","Athletic Trainers","detailed",50380,-111.0937,39.32098
"32848",32849,32849,"UT","Utah","Genetic Counselors","detailed",70210,-111.0937,39.32098
"32849",32850,32850,"UT","Utah","Healthcare Practitioners and Technical Workers, All Other","detailed",49780,-111.0937,39.32098
"32850",32851,32851,"UT","Utah","Healthcare Support Occupations","major",28880,-111.0937,39.32098
"32851",32852,32852,"UT","Utah","Home Health Aides","detailed",26620,-111.0937,39.32098
"32852",32853,32853,"UT","Utah","Psychiatric Aides","detailed",25440,-111.0937,39.32098
"32853",32854,32854,"UT","Utah","Nursing Assistants","detailed",24910,-111.0937,39.32098
"32854",32855,32855,"UT","Utah","Orderlies","detailed",23990,-111.0937,39.32098
"32855",32856,32856,"UT","Utah","Occupational Therapy Assistants","detailed",56410,-111.0937,39.32098
"32856",32857,32857,"UT","Utah","Occupational Therapy Aides","detailed",31440,-111.0937,39.32098
"32857",32858,32858,"UT","Utah","Physical Therapist Assistants","detailed",50300,-111.0937,39.32098
"32858",32859,32859,"UT","Utah","Physical Therapist Aides","detailed",22200,-111.0937,39.32098
"32859",32860,32860,"UT","Utah","Massage Therapists","detailed",32150,-111.0937,39.32098
"32860",32861,32861,"UT","Utah","Dental Assistants","detailed",30440,-111.0937,39.32098
"32861",32862,32862,"UT","Utah","Medical Assistants","detailed",31350,-111.0937,39.32098
"32862",32863,32863,"UT","Utah","Medical Equipment Preparers","detailed",33370,-111.0937,39.32098
"32863",32864,32864,"UT","Utah","Medical Transcriptionists","detailed",33450,-111.0937,39.32098
"32864",32865,32865,"UT","Utah","Pharmacy Aides","detailed",30970,-111.0937,39.32098
"32865",32866,32866,"UT","Utah","Veterinary Assistants and Laboratory Animal Caretakers","detailed",21320,-111.0937,39.32098
"32866",32867,32867,"UT","Utah","Phlebotomists","detailed",28200,-111.0937,39.32098
"32867",32868,32868,"UT","Utah","Healthcare Support Workers, All Other","detailed",40570,-111.0937,39.32098
"32868",32869,32869,"UT","Utah","Protective Service Occupations","major",39300,-111.0937,39.32098
"32869",32870,32870,"UT","Utah","First-Line Supervisors of Correctional Officers","detailed",64290,-111.0937,39.32098
"32870",32871,32871,"UT","Utah","First-Line Supervisors of Police and Detectives","detailed",74910,-111.0937,39.32098
"32871",32872,32872,"UT","Utah","First-Line Supervisors of Fire Fighting and Prevention Workers","detailed",70810,-111.0937,39.32098
"32872",32873,32873,"UT","Utah","First-Line Supervisors of Protective Service Workers, All Other","detailed",48070,-111.0937,39.32098
"32873",32874,32874,"UT","Utah","Firefighters","detailed",34340,-111.0937,39.32098
"32874",32875,32875,"UT","Utah","Fire Inspectors and Investigators","detailed",59870,-111.0937,39.32098
"32875",32876,32876,"UT","Utah","Bailiffs","detailed",43950,-111.0937,39.32098
"32876",32877,32877,"UT","Utah","Correctional Officers and Jailers","detailed",42040,-111.0937,39.32098
"32877",32878,32878,"UT","Utah","Detectives and Criminal Investigators","detailed",75230,-111.0937,39.32098
"32878",32879,32879,"UT","Utah","Parking Enforcement Workers","detailed",34880,-111.0937,39.32098
"32879",32880,32880,"UT","Utah","Police and Sheriff's Patrol Officers","detailed",50600,-111.0937,39.32098
"32880",32881,32881,"UT","Utah","Animal Control Workers","detailed",34240,-111.0937,39.32098
"32881",32882,32882,"UT","Utah","Private Detectives and Investigators","detailed",50880,-111.0937,39.32098
"32882",32883,32883,"UT","Utah","Security Guards","detailed",29910,-111.0937,39.32098
"32883",32884,32884,"UT","Utah","Crossing Guards","detailed",21130,-111.0937,39.32098
"32884",32885,32885,"UT","Utah","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","detailed",19630,-111.0937,39.32098
"32885",32886,32886,"UT","Utah","Transportation Security Screeners","detailed",37240,-111.0937,39.32098
"32886",32887,32887,"UT","Utah","Protective Service Workers, All Other","detailed",39100,-111.0937,39.32098
"32887",32888,32888,"UT","Utah","Food Preparation and Serving Related Occupations","major",22370,-111.0937,39.32098
"32888",32889,32889,"UT","Utah","Chefs and Head Cooks","detailed",42610,-111.0937,39.32098
