State,OCC_CODE,Occupation_title,OCC_GROUP,Total_employment,Location_quotient,Annual_mean_wage,Annual_Median_wage,Annual_Top10
Tennessee,27-4013,Radio Operators,detailed,**,**,"43,490","46,170","74,060"
Tennessee,27-4014,Sound Engineering Technicians,detailed,540,1.71,"50,960","45,080","88,070"
Tennessee,27-4021,Photographers,detailed,930,0.92,"33,260","29,040","58,100"
Tennessee,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,440,0.99,"47,320","44,080","79,940"
Tennessee,27-4032,Film and Video Editors,detailed,440,0.71,"48,490","43,930","74,960"
Tennessee,27-4099,"Media and Communication Equipment Workers, All Other",detailed,150,0.38,"37,690","19,560","75,750"
Tennessee,29-0000,Healthcare Practitioners and Technical Occupations,major,"195,290",1.14,"66,970","52,850","116,550"
Tennessee,29-1011,Chiropractors,detailed,400,0.59,"107,310","100,040","164,600"
Tennessee,29-1021,"Dentists, General",detailed,"1,040",0.48,"187,500","170,180",#
Tennessee,29-1022,Oral and Maxillofacial Surgeons,detailed,100,0.94,"184,070","175,570",#
Tennessee,29-1023,Orthodontists,detailed,40,0.41,"204,790","129,390",#
Tennessee,29-1029,"Dentists, All Other Specialists",detailed,50,0.48,"146,130","175,470",#
Tennessee,29-1031,Dietitians and Nutritionists,detailed,990,0.79,"55,210","54,310","77,020"
Tennessee,29-1041,Optometrists,detailed,640,0.86,"117,250","101,200","176,860"
Tennessee,29-1051,Pharmacists,detailed,"7,980",1.27,"119,970","121,540","155,470"
Tennessee,29-1061,Anesthesiologists,detailed,420,0.67,"270,140",#,#
Tennessee,29-1062,Family and General Practitioners,detailed,"1,270",0.5,"194,610","184,680",#
Tennessee,29-1063,"Internists, General",detailed,510,0.54,"234,080",#,#
Tennessee,29-1064,Obstetricians and Gynecologists,detailed,280,0.69,"226,650",#,#
Tennessee,29-1065,"Pediatricians, General",detailed,780,1.41,"214,020","197,140",#
Tennessee,29-1066,Psychiatrists,detailed,210,0.41,"191,570","186,650",#
Tennessee,29-1067,Surgeons,detailed,560,0.66,"260,870",#,#
Tennessee,29-1069,"Physicians and Surgeons, All Other",detailed,"6,220",0.89,"247,360",#,#
Tennessee,29-1071,Physician Assistants,detailed,"1,570",0.73,"85,520","87,110","122,410"
Tennessee,29-1081,Podiatrists,detailed,100,0.51,"147,580","134,700",#
Tennessee,29-1122,Occupational Therapists,detailed,"1,970",0.81,"82,660","82,830","113,710"
Tennessee,29-1123,Physical Therapists,detailed,"4,330",0.97,"87,530","85,420","121,820"
Tennessee,29-1124,Radiation Therapists,detailed,520,1.45,"74,170","69,210","103,420"
Tennessee,29-1125,Recreational Therapists,detailed,350,0.95,"40,110","38,690","64,720"
Tennessee,29-1126,Respiratory Therapists,detailed,"3,810",1.46,"49,540","48,780","62,410"
Tennessee,29-1127,Speech-Language Pathologists,detailed,"2,490",0.89,"72,680","70,810","106,900"
Tennessee,29-1128,Exercise Physiologists,detailed,120,0.84,"47,590","41,760","70,120"
Tennessee,29-1129,"Therapists, All Other",detailed,**,**,"40,440","41,300","49,890"
Tennessee,29-1131,Veterinarians,detailed,"1,230",0.88,"86,920","77,760","121,070"
Tennessee,29-1141,Registered Nurses,detailed,"60,080",1.02,"58,410","57,590","77,990"
Tennessee,29-1151,Nurse Anesthetists,detailed,"1,520",1.85,"142,580","141,150","186,760"
Tennessee,29-1161,Nurse Midwives,detailed,70,0.58,"77,410","76,760","102,220"
Tennessee,29-1171,Nurse Practitioners,detailed,"5,230",1.69,"93,790","93,430","126,080"
Tennessee,29-1181,Audiologists,detailed,320,1.28,"68,240","67,700","80,820"
Tennessee,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,370,0.49,"57,510","54,680","87,400"
Tennessee,29-2011,Medical and Clinical Laboratory Technologists,detailed,"4,620",1.35,"61,310","60,270","81,400"
Tennessee,29-2012,Medical and Clinical Laboratory Technicians,detailed,"7,480",2.27,"37,210","36,210","52,380"
Tennessee,29-2021,Dental Hygienists,detailed,"4,000",0.95,"65,390","66,320","83,420"
Tennessee,29-2031,Cardiovascular Technologists and Technicians,detailed,"1,100",0.99,"47,290","46,190","72,760"
Tennessee,29-2032,Diagnostic Medical Sonographers,detailed,"1,900",1.4,"60,710","59,770","79,950"
Tennessee,29-2033,Nuclear Medicine Technologists,detailed,670,1.65,"61,890","65,090","80,430"
Tennessee,29-2034,Radiologic Technologists,detailed,"5,060",1.22,"50,770","49,790","67,650"
Tennessee,29-2035,Magnetic Resonance Imaging Technologists,detailed,"1,350",1.83,"57,720","58,120","77,120"
Tennessee,29-2041,Emergency Medical Technicians and Paramedics,detailed,"6,620",1.31,"35,850","31,840","55,180"
Tennessee,29-2051,Dietetic Technicians,detailed,630,0.94,"25,070","22,050","35,960"
Tennessee,29-2052,Pharmacy Technicians,detailed,"12,740",1.55,"30,190","29,210","40,790"
Tennessee,29-2053,Psychiatric Technicians,detailed,650,0.51,"26,060","24,110","31,820"
Tennessee,29-2054,Respiratory Therapy Technicians,detailed,190,0.86,"38,960","39,100","56,970"
Tennessee,29-2055,Surgical Technologists,detailed,"3,130",1.44,"40,680","39,200","54,070"
Tennessee,29-2056,Veterinary Technologists and Technicians,detailed,"1,280",0.62,"31,140","29,120","40,020"
Tennessee,29-2057,Ophthalmic Medical Technicians,detailed,680,0.75,"35,260","33,960","50,890"
Tennessee,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"23,620",1.63,"37,920","37,180","48,860"
Tennessee,29-2071,Medical Records and Health Information Technicians,detailed,"5,230",1.27,"38,270","34,820","59,880"
Tennessee,29-2081,"Opticians, Dispensing",detailed,"1,710",1.1,"33,750","33,020","48,060"
Tennessee,29-2091,Orthotists and Prosthetists,detailed,80,0.52,"73,380","68,560","115,370"
Tennessee,29-2092,Hearing Aid Specialists,detailed,130,0.9,"51,340","53,510","74,160"
Tennessee,29-2099,"Health Technologists and Technicians, All Other",detailed,820,0.33,"58,060","48,030","128,870"
Tennessee,29-9011,Occupational Health and Safety Specialists,detailed,"2,140",1.35,"71,270","70,830","102,650"
Tennessee,29-9012,Occupational Health and Safety Technicians,detailed,550,1.62,"53,600","51,190","81,360"
Tennessee,29-9091,Athletic Trainers,detailed,450,0.9,"43,930","42,010","58,450"
Tennessee,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,"2,760",3.72,"53,480","49,360","82,630"
Tennessee,31-0000,Healthcare Support Occupations,major,"76,020",0.91,"27,950","25,100","40,520"
Tennessee,31-1011,Home Health Aides,detailed,"5,950",0.35,"20,660","20,260","25,210"
Tennessee,31-1013,Psychiatric Aides,detailed,"2,550",1.84,"20,170","19,160","24,660"
Tennessee,31-1014,Nursing Assistants,detailed,"30,490",1.03,"23,850","23,340","30,800"
Tennessee,31-1015,Orderlies,detailed,"1,020",0.93,"24,690","24,350","31,840"
Tennessee,31-2011,Occupational Therapy Assistants,detailed,930,1.18,"60,360","60,210","77,480"
Tennessee,31-2021,Physical Therapist Assistants,detailed,"2,730",1.55,"56,870","57,490","76,790"
Tennessee,31-2022,Physical Therapist Aides,detailed,"1,690",1.64,"23,890","22,940","33,190"
Tennessee,31-9011,Massage Therapists,detailed,"1,070",0.54,"35,250","33,390","55,640"
Tennessee,31-9091,Dental Assistants,detailed,"5,400",0.8,"35,420","35,450","48,710"
Tennessee,31-9092,Medical Assistants,detailed,"14,430",1.12,"30,500","29,500","39,850"
Tennessee,31-9093,Medical Equipment Preparers,detailed,820,0.76,"29,860","29,010","40,140"
Tennessee,31-9094,Medical Transcriptionists,detailed,"1,490",1.34,"33,060","32,550","46,630"
Tennessee,31-9095,Pharmacy Aides,detailed,820,1.09,"24,280","21,040","40,640"
Tennessee,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"3,020",1.83,"23,950","23,160","31,270"
Tennessee,31-9097,Phlebotomists,detailed,"2,510",1.01,"28,360","27,420","38,510"
Tennessee,31-9099,"Healthcare Support Workers, All Other",detailed,"1,090",0.56,"36,580","36,620","50,280"
Tennessee,33-0000,Protective Service Occupations,major,"67,000",0.96,"37,520","33,120","60,720"
Tennessee,33-1011,First-Line Supervisors of Correctional Officers,detailed,810,0.91,"50,460","49,800","63,530"
Tennessee,33-1012,First-Line Supervisors of Police and Detectives,detailed,"3,860",1.87,"60,660","59,090","80,540"
Tennessee,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"2,020",1.71,"52,510","53,530","77,620"
Tennessee,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"1,200",0.8,"49,910","47,020","80,400"
Tennessee,33-2011,Firefighters,detailed,"5,140",0.79,"39,560","38,940","59,660"
Tennessee,33-3011,Bailiffs,detailed,340,0.92,"32,260","32,730","43,700"
Tennessee,33-3012,Correctional Officers and Jailers,detailed,"8,990",1.01,"31,770","30,340","43,080"
Tennessee,33-3021,Detectives and Criminal Investigators,detailed,"1,360",0.63,"69,500","55,960","126,660"
Tennessee,33-3031,Fish and Game Wardens,detailed,350,2.59,"60,670","59,180","81,250"
Tennessee,33-3051,Police and Sheriff's Patrol Officers,detailed,"12,450",0.92,"43,810","43,190","60,810"
Tennessee,33-3052,Transit and Railroad Police,detailed,80,0.86,"68,260","63,240","97,780"
Tennessee,33-9011,Animal Control Workers,detailed,220,0.83,"32,930","32,370","46,360"
Tennessee,33-9021,Private Detectives and Investigators,detailed,600,1.02,"52,000","44,680","84,540"
Tennessee,33-9032,Security Guards,detailed,"23,350",1.03,"29,910","24,270","49,470"
Tennessee,33-9091,Crossing Guards,detailed,"1,010",0.67,"28,570","28,110","38,860"
Tennessee,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"2,870",0.96,"18,380","18,080","22,070"
Tennessee,33-9093,Transportation Security Screeners,detailed,600,0.68,"38,080","36,940","46,540"
Tennessee,33-9099,"Protective Service Workers, All Other",detailed,"1,340",0.48,"35,090","28,980","62,130"
Tennessee,35-0000,Food Preparation and Serving Related Occupations,major,"265,050",0.99,"20,670","18,880","28,730"
Tennessee,35-1011,Chefs and Head Cooks,detailed,"3,420",1.24,"34,300","28,720","57,390"
Tennessee,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"17,250",0.92,"29,950","27,580","46,050"
Tennessee,35-2011,"Cooks, Fast Food",detailed,"14,390",1.36,"18,200","18,120","21,760"
Tennessee,35-2012,"Cooks, Institution and Cafeteria",detailed,"9,750",1.15,"22,710","21,890","30,340"
Tennessee,35-2014,"Cooks, Restaurant",detailed,"21,680",0.86,"22,980","22,530","30,370"
Tennessee,35-2015,"Cooks, Short Order",detailed,"6,500",1.72,"19,870","19,040","25,500"
Tennessee,35-2019,"Cooks, All Other",detailed,480,1.5,"23,750","22,020","34,650"
Tennessee,35-2021,Food Preparation Workers,detailed,"16,530",0.94,"20,680","19,580","28,070"
Tennessee,35-3011,Bartenders,detailed,"7,500",0.6,"21,160","18,870","31,730"
Tennessee,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"74,390",1.05,"18,800","18,290","23,780"
Tennessee,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"10,610",1.03,"18,600","18,290","23,170"
Tennessee,35-3031,Waiters and Waitresses,detailed,"50,690",0.96,"19,670","18,260","27,120"
Tennessee,35-3041,"Food Servers, Nonrestaurant",detailed,"6,950",1.29,"20,750","19,220","27,760"
Tennessee,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"5,250",0.6,"19,450","18,310","24,550"
Tennessee,35-9021,Dishwashers,detailed,"8,300",0.79,"19,280","18,960","24,120"
Tennessee,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"9,260",1.11,"18,880","18,360","23,950"
Tennessee,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"2,100",1.72,"23,280","19,680","40,450"
Tennessee,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"81,490",0.89,"24,650","22,390","36,390"
Tennessee,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"3,440",1.04,"33,030","29,420","50,880"
Tennessee,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"1,890",0.89,"42,540","38,860","61,260"
Tennessee,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"36,990",0.83,"23,580","21,680","32,870"
Tennessee,37-2012,Maids and Housekeeping Cleaners,detailed,"21,410",1.12,"20,530","19,840","26,150"
Tennessee,37-2019,"Building Cleaning Workers, All Other",detailed,200,0.64,"37,470","32,370","53,940"
Tennessee,37-2021,Pest Control Workers,detailed,"2,120",1.41,"36,710","35,310","51,200"
Tennessee,37-3011,Landscaping and Groundskeeping Workers,detailed,"12,530",0.67,"26,330","25,090","36,950"
Tennessee,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,590,1.14,"32,650","30,640","47,760"
Tennessee,37-3013,Tree Trimmers and Pruners,detailed,900,1.07,"36,020","34,750","49,770"
Tennessee,37-3019,"Grounds Maintenance Workers, All Other",detailed,"1,420",4.55,"25,490","22,910","38,090"
Tennessee,39-0000,Personal Care and Service Occupations,major,"73,370",0.79,"23,420","19,900","36,020"
Tennessee,39-1011,Gaming Supervisors,detailed,40,0.1,"40,800","24,910","76,730"
Tennessee,39-1021,First-Line Supervisors of Personal Service Workers,detailed,"3,760",0.96,"34,970","30,510","56,590"
Tennessee,39-2011,Animal Trainers,detailed,170,0.61,"26,050","23,930","37,010"
Tennessee,39-2021,Nonfarm Animal Caretakers,detailed,"3,100",0.8,"22,380","20,750","30,380"
Tennessee,39-3021,Motion Picture Projectionists,detailed,70,0.61,"23,000","21,780","30,930"
Tennessee,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"3,090",1.27,"18,280","18,130","22,530"
Tennessee,39-3091,Amusement and Recreation Attendants,detailed,"5,520",0.93,"20,090","18,760","25,320"
Tennessee,39-3092,Costume Attendants,detailed,70,0.48,"41,870","28,640","97,220"
Tennessee,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,40,0.12,"21,690","18,570","25,260"
Tennessee,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,530,1.76,"25,450","24,520","33,300"
Tennessee,39-4011,Embalmers,detailed,200,2.63,"34,890","34,800","51,140"
Tennessee,39-4021,Funeral Attendants,detailed,"1,270",1.72,"25,920","24,560","37,130"
Tennessee,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,900,1.7,"51,330","45,940","86,410"
Tennessee,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"6,100",0.84,"28,520","24,130","47,140"
Tennessee,39-5092,Manicurists and Pedicurists,detailed,300,0.16,"21,630","18,710","32,580"
Tennessee,39-5093,Shampooers,detailed,**,**,"32,010","31,850","47,550"
Tennessee,39-5094,Skincare Specialists,detailed,800,0.88,"29,000","28,000","39,890"
Tennessee,39-6011,Baggage Porters and Bellhops,detailed,500,0.55,"20,930","19,120","29,070"
Tennessee,39-6012,Concierges,detailed,610,0.93,"24,950","23,220","33,550"
Tennessee,39-7011,Tour Guides and Escorts,detailed,"1,050",1.32,"22,940","19,680","36,370"
Tennessee,39-9011,Childcare Workers,detailed,"9,960",0.85,"20,480","19,160","27,200"
Tennessee,39-9021,Personal Care Aides,detailed,"17,150",0.56,"19,540","19,020","24,190"
Tennessee,39-9031,Fitness Trainers and Aerobics Instructors,detailed,"2,990",0.56,"36,690","34,750","61,880"
Tennessee,39-9032,Recreation Workers,detailed,"6,080",0.88,"23,590","20,490","36,190"
Tennessee,39-9041,Residential Advisors,detailed,"7,850",3.45,"20,170","19,180","25,400"
Tennessee,39-9099,"Personal Care and Service Workers, All Other",detailed,650,0.58,"27,570","21,780","45,190"
Tennessee,41-0000,Sales and Related Occupations,major,"287,160",0.96,"35,510","24,720","66,320"
Tennessee,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"30,190",1.23,"41,720","36,760","65,410"
Tennessee,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"5,980",1.15,"79,420","68,740","135,490"
Tennessee,41-2011,Cashiers,detailed,"72,320",0.99,"19,970","18,830","26,320"
Tennessee,41-2012,Gaming Change Persons and Booth Cashiers,detailed,**,**,"19,430","19,370","24,220"
Tennessee,41-2021,Counter and Rental Clerks,detailed,"7,220",0.78,"26,750","23,170","42,140"
Tennessee,41-2022,Parts Salespersons,detailed,"5,910",1.15,"30,950","28,780","48,160"
Tennessee,41-2031,Retail Salespersons,detailed,"93,500",1,"26,210","21,960","41,110"
Tennessee,41-3011,Advertising Sales Agents,detailed,"2,270",0.78,"42,770","39,310","71,520"
Tennessee,41-3021,Insurance Sales Agents,detailed,"7,780",0.98,"55,710","42,830","99,770"
Tennessee,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"3,880",0.53,"84,140","59,630","166,630"
Tennessee,41-3041,Travel Agents,detailed,590,0.41,"40,290","38,230","61,320"
Tennessee,41-3099,"Sales Representatives, Services, All Other",detailed,"16,580",0.84,"52,780","41,680","94,870"
Tennessee,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"8,600",1.27,"80,000","66,410","137,310"
Tennessee,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"21,240",0.73,"62,170","52,930","107,670"
Tennessee,41-9011,Demonstrators and Product Promoters,detailed,"2,710",1.52,"32,220","31,210","56,790"
Tennessee,41-9021,Real Estate Brokers,detailed,490,0.59,"58,330","51,520","83,410"
Tennessee,41-9022,Real Estate Sales Agents,detailed,"1,330",0.43,"46,370","30,820","85,270"
Tennessee,41-9031,Sales Engineers,detailed,950,0.62,"83,500","75,470","134,490"
Tennessee,41-9041,Telemarketers,detailed,"3,750",0.85,"27,250","25,750","37,900"
Tennessee,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,50,0.33,"32,990","23,740","60,090"
Tennessee,41-9099,"Sales and Related Workers, All Other",detailed,"1,650",0.99,"37,410","30,640","68,650"
Tennessee,43-0000,Office and Administrative Support Occupations,major,"470,590",1.04,"34,460","31,200","54,120"
Tennessee,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"34,280",1.15,"55,380","49,300","85,420"
Tennessee,43-2011,"Switchboard Operators, Including Answering Service",detailed,"2,520",1.34,"28,450","27,330","40,110"
Tennessee,43-2021,Telephone Operators,detailed,100,0.53,"29,610","29,790","38,490"
Tennessee,43-2099,"Communications Equipment Operators, All Other",detailed,100,2.16,"41,630","40,580","58,370"
Tennessee,43-3011,Bill and Account Collectors,detailed,"6,580",1.07,"36,340","33,940","53,020"
Tennessee,43-3021,Billing and Posting Clerks,detailed,"11,510",1.15,"34,130","32,990","47,070"
Tennessee,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"30,160",0.93,"37,620","36,070","53,320"
Tennessee,43-3051,Payroll and Timekeeping Clerks,detailed,"3,310",1.01,"40,700","39,340","59,560"
Tennessee,43-3061,Procurement Clerks,detailed,"1,370",0.93,"39,620","38,960","52,060"
Tennessee,43-3071,Tellers,detailed,"10,420",1.02,"26,750","25,700","36,100"
Tennessee,43-3099,"Financial Clerks, All Other",detailed,540,0.76,"39,590","36,320","60,850"
Tennessee,43-4011,Brokerage Clerks,detailed,"1,020",0.83,"49,580","45,880","76,920"
Tennessee,43-4021,Correspondence Clerks,detailed,420,3.03,*,*,*
Tennessee,43-4031,"Court, Municipal, and License Clerks",detailed,"2,850",1.07,"34,770","33,370","47,580"
Tennessee,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"1,440",1.85,"38,880","37,540","58,200"
Tennessee,43-4051,Customer Service Representatives,detailed,"59,650",1.07,"32,260","29,570","49,600"
Tennessee,43-4061,"Eligibility Interviewers, Government Programs",detailed,"3,080",1.1,"39,040","37,210","53,200"
Tennessee,43-4071,File Clerks,detailed,"2,100",0.78,"29,840","28,720","40,820"
Tennessee,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"6,440",1.26,"20,440","19,780","26,070"
Tennessee,43-4111,"Interviewers, Except Eligibility and Loan",detailed,"7,700",2.01,"29,130","28,070","39,370"
Tennessee,43-4121,"Library Assistants, Clerical",detailed,"1,080",0.53,"28,400","25,730","38,520"
Tennessee,43-4131,Loan Interviewers and Clerks,detailed,"3,670",0.79,"36,870","35,710","51,350"
Tennessee,43-4141,New Accounts Clerks,detailed,950,1.11,"31,560","29,760","40,010"
Tennessee,43-4151,Order Clerks,detailed,"4,830",1.32,"34,260","32,300","51,180"
Tennessee,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"2,640",0.94,"37,220","37,700","52,540"
Tennessee,43-4171,Receptionists and Information Clerks,detailed,"17,260",0.84,"27,300","26,620","37,970"
Tennessee,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"1,530",0.51,"33,030","29,790","54,770"
Tennessee,43-4199,"Information and Record Clerks, All Other",detailed,"2,400",0.7,"37,980","37,600","50,710"
Tennessee,43-5011,Cargo and Freight Agents,detailed,"1,040",0.57,"38,900","37,770","55,600"
Tennessee,43-5021,Couriers and Messengers,detailed,"2,070",1.35,"30,600","30,170","42,870"
Tennessee,43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"2,410",1.23,"34,880","33,290","52,150"
Tennessee,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"4,770",1.17,"39,200","37,440","60,500"
Tennessee,43-5041,"Meter Readers, Utilities",detailed,"1,110",1.58,"39,650","36,440","61,150"
Tennessee,43-5051,Postal Service Clerks,detailed,"1,530",0.91,"47,740","56,790","57,990"
Tennessee,43-5052,Postal Service Mail Carriers,detailed,"6,600",0.97,"50,930","55,120","64,860"
Tennessee,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"2,120",0.93,"50,050","56,790","57,300"
Tennessee,43-5061,"Production, Planning, and Expediting Clerks",detailed,"7,960",1.2,"48,640","46,280","73,470"
Tennessee,43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"17,520",1.26,"30,800","29,650","42,310"
Tennessee,43-5081,Stock Clerks and Order Fillers,detailed,"53,930",1.3,"25,310","23,380","37,410"
Tennessee,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"2,710",1.77,"34,050","33,210","48,320"
Tennessee,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"8,910",0.68,"47,690","45,300","66,330"
Tennessee,43-6012,Legal Secretaries,detailed,"2,840",0.72,"39,390","37,990","57,650"
Tennessee,43-6013,Medical Secretaries,detailed,"8,840",0.77,"30,830","29,500","40,990"
Tennessee,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"55,480",1.17,"31,940","30,420","47,550"
Tennessee,43-9011,Computer Operators,detailed,"2,180",2.26,"42,060","40,240","62,270"
Tennessee,43-9021,Data Entry Keyers,detailed,"4,840",1.21,"29,270","27,770","41,230"
Tennessee,43-9022,Word Processors and Typists,detailed,260,0.19,"33,750","33,410","42,010"
Tennessee,43-9031,Desktop Publishers,detailed,140,0.52,"49,260","44,520","82,190"
Tennessee,43-9041,Insurance Claims and Policy Processing Clerks,detailed,"4,440",0.79,"37,370","35,920","51,060"
Tennessee,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"1,540",0.81,"28,950","28,570","39,700"
Tennessee,43-9061,"Office Clerks, General",detailed,"53,250",0.87,"32,210","29,650","49,340"
Tennessee,43-9071,"Office Machine Operators, Except Computer",detailed,980,0.81,"28,780","26,760","40,480"
Tennessee,43-9081,Proofreaders and Copy Markers,detailed,120,0.5,"33,950","31,190","48,970"
Tennessee,43-9111,Statistical Assistants,detailed,40,0.18,"47,780","48,280","63,720"
Tennessee,43-9199,"Office and Administrative Support Workers, All Other",detailed,"2,970",0.67,"37,690","36,190","55,960"
Tennessee,45-0000,"Farming, Fishing, and Forestry Occupations",major,"3,960",0.41,"29,140","26,910","42,030"
Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,170,0.43,"42,870","39,470","64,510"
Tennessee,45-2011,Agricultural Inspectors,detailed,290,0.94,"43,270","41,680","56,440"
Tennessee,45-2091,Agricultural Equipment Operators,detailed,450,0.76,"27,590","26,690","39,940"
Tennessee,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,480,0.09,"21,350","21,160","25,900"
Tennessee,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,550,0.74,"22,680","21,690","30,800"
Tennessee,45-2099,"Agricultural Workers, All Other",detailed,40,0.42,"38,630","37,490","49,400"
Tennessee,45-4011,Forest and Conservation Workers,detailed,340,2.28,"24,570","23,610","30,310"
Tennessee,45-4021,Fallers,detailed,**,**,"32,210","30,660","39,100"
Tennessee,45-4022,Logging Equipment Operators,detailed,750,1.34,"31,380","31,750","39,700"
Tennessee,45-4023,Log Graders and Scalers,detailed,110,1.82,"33,590","33,270","48,740"
Tennessee,45-4029,"Logging Workers, All Other",detailed,50,0.83,"33,800","34,860","43,030"
Tennessee,47-0000,Construction and Extraction Occupations,major,"90,750",0.79,"40,000","36,620","62,070"
Tennessee,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"9,210",0.83,"57,670","54,160","84,330"
Tennessee,47-2011,Boilermakers,detailed,280,0.8,"65,940","67,260","80,330"
Tennessee,47-2021,Brickmasons and Blockmasons,detailed,"1,440",1.09,"45,930","43,970","61,100"
Tennessee,47-2022,Stonemasons,detailed,130,0.46,"37,220","37,460","47,000"
Tennessee,47-2031,Carpenters,detailed,"6,650",0.48,"37,900","36,740","51,020"
Tennessee,47-2041,Carpet Installers,detailed,**,**,"32,810","30,010","40,550"
Tennessee,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,100,0.49,"37,170","41,160","49,990"
Tennessee,47-2043,Floor Sanders and Finishers,detailed,200,2.16,"30,630","28,180","44,830"
Tennessee,47-2044,Tile and Marble Setters,detailed,430,0.57,"35,990","35,360","48,680"
Tennessee,47-2051,Cement Masons and Concrete Finishers,detailed,"2,330",0.65,"35,660","35,300","48,630"
Tennessee,47-2061,Construction Laborers,detailed,"18,000",0.96,"29,640","28,730","39,920"
Tennessee,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"2,220",2.07,"35,100","34,700","46,550"
Tennessee,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"4,550",0.62,"40,590","37,390","58,210"
Tennessee,47-2081,Drywall and Ceiling Tile Installers,detailed,"1,580",0.82,"37,530","36,400","48,530"
Tennessee,47-2082,Tapers,detailed,100,0.25,"47,790","39,760","86,340"
Tennessee,47-2111,Electricians,detailed,"10,800",0.86,"46,620","45,400","65,010"
Tennessee,47-2121,Glaziers,detailed,780,0.8,"33,980","33,310","48,570"
Tennessee,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,750,1.24,"33,780","33,030","49,030"
Tennessee,47-2132,"Insulation Workers, Mechanical",detailed,440,0.77,"41,850","41,510","59,150"
Tennessee,47-2141,"Painters, Construction and Maintenance",detailed,"3,010",0.67,"33,150","31,370","46,330"
Tennessee,47-2151,Pipelayers,detailed,"1,280",1.57,"35,220","33,150","50,710"
Tennessee,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"6,650",0.78,"48,870","46,500","74,790"
Tennessee,47-2161,Plasterers and Stucco Masons,detailed,180,0.39,"38,130","35,650","54,540"
Tennessee,47-2171,Reinforcing Iron and Rebar Workers,detailed,310,0.74,"38,580","35,580","58,840"
Tennessee,47-2181,Roofers,detailed,"1,690",0.7,"33,170","31,920","45,880"
